run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	base_count	fastq_ftp	fastq_md5
ERR5355036	SAMEA8136275	ERX5143071	PRJEB43291	9606	Homo sapiens	36331936	ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/006/ERR5355036/ERR5355036.fastq.gz	fd0698188a4202d32105575f04998cd5
ERR5355037	SAMEA8136275	ERX5143072	PRJEB43291	9606	Homo sapiens	5161498827	ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/007/ERR5355037/ERR5355037.fastq.gz	78e038f528a501cba04e3450cc4dda26
ERR5355038	SAMEA8136275	ERX5143073	PRJEB43291	9606	Homo sapiens	12852646	ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/008/ERR5355038/ERR5355038.fastq.gz	2d9715d0fcf53d330d2b6dcd8f427235
ERR5355039	SAMEA8136275	ERX5143074	PRJEB43291	9606	Homo sapiens	3815828670	ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/009/ERR5355039/ERR5355039.fastq.gz	c55a07e76fa6879e2afba5503a1e64d3
ERR5355040	SAMEA8136276	ERX5143075	PRJEB43291	9606	Homo sapiens	49250435	ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/000/ERR5355040/ERR5355040.fastq.gz	68057c84a7a8cc788b5711ca88ded5c5
ERR5355041	SAMEA8136277	ERX5143076	PRJEB43291	9606	Homo sapiens	35255289	ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/001/ERR5355041/ERR5355041.fastq.gz	2478df9b4e67697d6b98d49dee0b724b
ERR5355042	SAMEA8136277	ERX5143077	PRJEB43291	9606	Homo sapiens	26417698	ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/002/ERR5355042/ERR5355042.fastq.gz	cbcac2cb7f776135fc6c8aac9d69ef88
ERR5355043	SAMEA8136277	ERX5143078	PRJEB43291	9606	Homo sapiens	51945945	ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/003/ERR5355043/ERR5355043.fastq.gz	c62af58b5e46e8d832300518f01ddf45
ERR5355044	SAMEA8136278	ERX5143079	PRJEB43291	9606	Homo sapiens	20378802	ftp.sra.ebi.ac.uk/vol1/fastq/ERR535/004/ERR5355044/ERR5355044.fastq.gz	5b378f6fc3bf7545f637954e1e237659
ERR8613006	SAMEA12994699	ERX8279689	PRJEB50940	9606	Homo sapiens	3413761063	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/006/ERR8613006/ERR8613006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/006/ERR8613006/ERR8613006_2.fastq.gz	ded86d26a49383488ec200df7bf5d612;5e179f58bc48dd032182c8962cfff03f
ERR8613007	SAMEA12994700	ERX8279690	PRJEB50940	9606	Homo sapiens	3661797752	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/007/ERR8613007/ERR8613007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/007/ERR8613007/ERR8613007_2.fastq.gz	060af0311973e15e82c9b18eaaa0aa59;0c863b28c91f013a2f65c4ff446a36e2
ERR8613008	SAMEA12994701	ERX8279691	PRJEB50940	9606	Homo sapiens	6046979381	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/008/ERR8613008/ERR8613008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/008/ERR8613008/ERR8613008_2.fastq.gz	5b69e6aa7c967f9ced639af0f31b905b;b619e0327cc2ce9c057e3d38da0a4a9d
ERR8613009	SAMEA12994702	ERX8279692	PRJEB50940	9606	Homo sapiens	2662025223	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/009/ERR8613009/ERR8613009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/009/ERR8613009/ERR8613009_2.fastq.gz	c83000ed276bc2451558e4194d848b68;a5a824e7c9c60ddcd4b01c3bc3844ff2
ERR8613010	SAMEA12994703	ERX8279693	PRJEB50940	9606	Homo sapiens	952655853	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/000/ERR8613010/ERR8613010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/000/ERR8613010/ERR8613010_2.fastq.gz	83c45bcb8433d03a5a6bf855a8190176;580ab297db4306e4c7842d2c4c604c4d
ERR8613011	SAMEA12994704	ERX8279694	PRJEB50940	9606	Homo sapiens	1133298236	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/001/ERR8613011/ERR8613011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/001/ERR8613011/ERR8613011_2.fastq.gz	72d9f78674d93964b0c423b3b7709739;576aa287bfdacac7c8b0be3029e81217
ERR8613012	SAMEA12994705	ERX8279695	PRJEB50940	9606	Homo sapiens	3331301294	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/002/ERR8613012/ERR8613012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/002/ERR8613012/ERR8613012_2.fastq.gz	777be1e8ef7e035021185bbd48b42ae5;27f1d9658db856e4639c9df7ec8229f8
ERR8613013	SAMEA12994706	ERX8279696	PRJEB50940	9606	Homo sapiens	3595583943	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/003/ERR8613013/ERR8613013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/003/ERR8613013/ERR8613013_2.fastq.gz	699d8c5c69f3cc117c332600c1f51e81;b731751b5622f157da250f0e39102f7a
ERR8613014	SAMEA12994707	ERX8279697	PRJEB50940	9606	Homo sapiens	5595513446	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/004/ERR8613014/ERR8613014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/004/ERR8613014/ERR8613014_2.fastq.gz	58829f0f61098241c8464f9f2c3cf628;6914094cbf2857af59fcd7108aa21516
ERR8613015	SAMEA12994708	ERX8279698	PRJEB50940	9606	Homo sapiens	2696746400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/005/ERR8613015/ERR8613015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/005/ERR8613015/ERR8613015_2.fastq.gz	85d6f1c14b1f70d3d6b0410ad0fcc064;46d64baebeb48c3c293e89e8178898f9
ERR8613016	SAMEA12994709	ERX8279699	PRJEB50940	9606	Homo sapiens	2564963655	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/006/ERR8613016/ERR8613016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/006/ERR8613016/ERR8613016_2.fastq.gz	2ad317bc348864f843b5da7b9cbfac23;2a685ccf58862bcb6debe653cd59c47a
ERR8613017	SAMEA12994710	ERX8279700	PRJEB50940	9606	Homo sapiens	4852910364	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/007/ERR8613017/ERR8613017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/007/ERR8613017/ERR8613017_2.fastq.gz	1f1eaf3b3e46cf28e9cd84d72b0b422c;8977c743d04dc43db5d36c5c4a17c079
ERR8613018	SAMEA12994711	ERX8279701	PRJEB50940	9606	Homo sapiens	2086546057	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/008/ERR8613018/ERR8613018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/008/ERR8613018/ERR8613018_2.fastq.gz	bfaea03a65f02fe932c6df6293ab28b4;f2157260245327ba93aa5150aa18b941
ERR8613019	SAMEA12994712	ERX8279702	PRJEB50940	9606	Homo sapiens	4817996212	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/009/ERR8613019/ERR8613019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/009/ERR8613019/ERR8613019_2.fastq.gz	945d05ddb2a51bfd1690dd748f2e6deb;e4232c33b176059d579542fd6301b7b9
ERR8613020	SAMEA12994713	ERX8279703	PRJEB50940	9606	Homo sapiens	5173296416	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/000/ERR8613020/ERR8613020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/000/ERR8613020/ERR8613020_2.fastq.gz	cba359f511e67d46ce143eb76ffc360a;4e2f42b5ac798e4634138e5ce49f6e83
ERR8613021	SAMEA12994714	ERX8279704	PRJEB50940	9606	Homo sapiens	4892196725	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/001/ERR8613021/ERR8613021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/001/ERR8613021/ERR8613021_2.fastq.gz	ef8a00973a8deb90bec33cf6f9f4ecd6;9863abe0e7d741e0a216ef3e7d89f3c1
ERR8613022	SAMEA12994715	ERX8279705	PRJEB50940	9606	Homo sapiens	6125859357	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/002/ERR8613022/ERR8613022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/002/ERR8613022/ERR8613022_2.fastq.gz	0e6b0145e68bfc16c2b85e5b2ea8435a;abaafdd468e119046732ec524a5707c4
ERR8613023	SAMEA12994716	ERX8279706	PRJEB50940	9606	Homo sapiens	3373207434	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/003/ERR8613023/ERR8613023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/003/ERR8613023/ERR8613023_2.fastq.gz	c40991b1680705015c00e9d543f3628a;e543e4b985b9cb8a99fadf3424086440
ERR8613024	SAMEA12994717	ERX8279707	PRJEB50940	9606	Homo sapiens	5827912942	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/004/ERR8613024/ERR8613024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/004/ERR8613024/ERR8613024_2.fastq.gz	d7e2cb3fde2cb9a8cf757b0ed76114e7;47680dbb198dcffd3db9185ab8425474
ERR8613025	SAMEA12994718	ERX8279708	PRJEB50940	9606	Homo sapiens	4597662511	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/005/ERR8613025/ERR8613025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/005/ERR8613025/ERR8613025_2.fastq.gz	20af61b78cb0cd5cbf50613f1af427f3;a2f941450cc29c4306afef31a402ab06
ERR8613026	SAMEA12994719	ERX8279709	PRJEB50940	9606	Homo sapiens	5514114675	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/006/ERR8613026/ERR8613026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/006/ERR8613026/ERR8613026_2.fastq.gz	e59bc589a0932b5bcac1032be3703949;8b92be6264d2d0b3cfb1b18f1662545d
ERR8613027	SAMEA12994720	ERX8279710	PRJEB50940	9606	Homo sapiens	1603012471	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/007/ERR8613027/ERR8613027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/007/ERR8613027/ERR8613027_2.fastq.gz	2bd8578f0897a45d8f181a69b7a4cc04;395ec89cebe6fa0942693a55ff0c60c0
ERR8613028	SAMEA12994721	ERX8279711	PRJEB50940	9606	Homo sapiens	1693945646	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/008/ERR8613028/ERR8613028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/008/ERR8613028/ERR8613028_2.fastq.gz	6c04c6bb47f9d71758483b268e6c560c;304c9c2b7855dea3c73045d8fd9b6dee
ERR8613029	SAMEA12994722	ERX8279712	PRJEB50940	9606	Homo sapiens	3768091292	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/009/ERR8613029/ERR8613029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/009/ERR8613029/ERR8613029_2.fastq.gz	e301f46ac296301a42ec63bee1fffe02;3dfd6ceba1732fc46320e4e8ad897f53
ERR8613030	SAMEA12994723	ERX8279713	PRJEB50940	9606	Homo sapiens	1511738254	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/000/ERR8613030/ERR8613030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/000/ERR8613030/ERR8613030_2.fastq.gz	25cb0f42dac7d0a51d50dda02783e757;9adb31ef0d86359edc085b1a604480f5
ERR8613031	SAMEA12994724	ERX8279714	PRJEB50940	9606	Homo sapiens	9665768573	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/001/ERR8613031/ERR8613031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/001/ERR8613031/ERR8613031_2.fastq.gz	7dc4a34c8283846adb92474d6ef9ea91;ba038e55ceaccf7c5ca504b3cf6a247f
ERR8613032	SAMEA12994725	ERX8279715	PRJEB50940	9606	Homo sapiens	12166328491	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/002/ERR8613032/ERR8613032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/002/ERR8613032/ERR8613032_2.fastq.gz	9cd1bc5efa6f6c3d551d955d42888a36;6635619172f642827e6c492d903a4315
ERR8613033	SAMEA12994726	ERX8279716	PRJEB50940	9606	Homo sapiens	12871991211	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/003/ERR8613033/ERR8613033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/003/ERR8613033/ERR8613033_2.fastq.gz	7ddc9730cb260a042c536f1a4dbfca62;ea3d28613003a3a31531b2fafd02b7ca
ERR8613034	SAMEA12994727	ERX8279717	PRJEB50940	9606	Homo sapiens	8900559074	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/004/ERR8613034/ERR8613034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/004/ERR8613034/ERR8613034_2.fastq.gz	5538d98ed528e499bdb0a46c0da871e4;0ebbcc5306bf646bfb4a55ff9dfb588f
ERR8613035	SAMEA12994728	ERX8279718	PRJEB50940	9606	Homo sapiens	20215304794	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/005/ERR8613035/ERR8613035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/005/ERR8613035/ERR8613035_2.fastq.gz	8bcb1104c409e5d82fa997ade8dd6a97;b52977bb73d2fcc7e17fa62ed4a7023e
ERR8613036	SAMEA12994729	ERX8279719	PRJEB50940	9606	Homo sapiens	2324758915	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/006/ERR8613036/ERR8613036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/006/ERR8613036/ERR8613036_2.fastq.gz	dc835971417ae957377e0c00077662d1;f06c59ef4492d210b95331def6f7b576
ERR8613037	SAMEA12994730	ERX8279720	PRJEB50940	9606	Homo sapiens	1527995965	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/007/ERR8613037/ERR8613037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/007/ERR8613037/ERR8613037_2.fastq.gz	40d7bcc848e98b6f0be10a22b9c8caf5;0b36a97e1fc48ddef224bd83f4ad8e2f
ERR8613038	SAMEA12994731	ERX8279721	PRJEB50940	9606	Homo sapiens	6195257470	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/008/ERR8613038/ERR8613038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/008/ERR8613038/ERR8613038_2.fastq.gz	b338dfd2242278d48fabc4fc2d8a8a51;c6235350fc065b3055c7bfa972f73dc6
ERR8613039	SAMEA12994732	ERX8279722	PRJEB50940	9606	Homo sapiens	768982767	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/009/ERR8613039/ERR8613039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/009/ERR8613039/ERR8613039_2.fastq.gz	0c0b50fd7b48f524b47f375055e8e2d7;081ff5f5aa6cdd253538e2e9b63613bf
ERR8613040	SAMEA12994733	ERX8279723	PRJEB50940	9606	Homo sapiens	4830796599	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/000/ERR8613040/ERR8613040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/000/ERR8613040/ERR8613040_2.fastq.gz	9989b569093fca0d4e5425ff8fc38ff2;8b468b939d7de378969a684be81101b9
ERR8613041	SAMEA12994734	ERX8279724	PRJEB50940	9606	Homo sapiens	4739742455	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/001/ERR8613041/ERR8613041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/001/ERR8613041/ERR8613041_2.fastq.gz	f05253416ce9fb327c74a99350861e4c;695af667d614f86789332a40f7280b05
ERR8613042	SAMEA12994735	ERX8279725	PRJEB50940	9606	Homo sapiens	10525926679	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/002/ERR8613042/ERR8613042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/002/ERR8613042/ERR8613042_2.fastq.gz	8995ed5be06aa52bca1ebcba327ad130;423b75f2daac4f392995d9bff8347dd7
ERR8613043	SAMEA12994736	ERX8279726	PRJEB50940	9606	Homo sapiens	3899006020	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/003/ERR8613043/ERR8613043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/003/ERR8613043/ERR8613043_2.fastq.gz	e095f034bfaa288b77f541b7b38d1ace;c3735ba457b3eb6e89cf2845b2d90f6e
ERR8613044	SAMEA12994737	ERX8279727	PRJEB50940	9606	Homo sapiens	9486048572	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/004/ERR8613044/ERR8613044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/004/ERR8613044/ERR8613044_2.fastq.gz	b522dca6c1f73be9745a3caf42739e9c;0651e9a2147196c44c672508feffedcc
ERR8613045	SAMEA12994738	ERX8279728	PRJEB50940	9606	Homo sapiens	7450033841	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/005/ERR8613045/ERR8613045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/005/ERR8613045/ERR8613045_2.fastq.gz	0b745e3fe566e741f5e6d7bf0d1a1d0f;1f313efa92722161aed0c391b2bce698
ERR8613046	SAMEA13002265	ERX8279729	PRJEB50940	9606	Homo sapiens	1040979187	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/006/ERR8613046/ERR8613046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/006/ERR8613046/ERR8613046_2.fastq.gz	aeb76113960684667f7dcb06536bd5b1;237d73b54882dd083c3f1566777cd9f4
ERR8613047	SAMEA12994740	ERX8279730	PRJEB50940	9606	Homo sapiens	1647228895	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/007/ERR8613047/ERR8613047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/007/ERR8613047/ERR8613047_2.fastq.gz	90d2a3e647e34ecacd4e0935534b6e74;ee0f15a9a09de0db29465ddfb62f5855
ERR8613048	SAMEA12994741	ERX8279731	PRJEB50940	9606	Homo sapiens	948273669	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/008/ERR8613048/ERR8613048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/008/ERR8613048/ERR8613048_2.fastq.gz	3e06d52dab512f5a1a44ffdd48c9da3e;38958ae2dc2be8002cdb915115624916
ERR8613049	SAMEA12994742	ERX8279732	PRJEB50940	9606	Homo sapiens	1307078719	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/009/ERR8613049/ERR8613049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/009/ERR8613049/ERR8613049_2.fastq.gz	41a6512f7f341e89a67f47bb67bcca9d;fdd53724a24c5dc4671a902234156904
ERR8613050	SAMEA12994743	ERX8279733	PRJEB50940	9606	Homo sapiens	6785480948	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/000/ERR8613050/ERR8613050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/000/ERR8613050/ERR8613050_2.fastq.gz	7e8cee054c955fce9c112299c700f8e2;25cd4846e09ea997dd2cb7104faf4c19
ERR8613051	SAMEA12994744	ERX8279734	PRJEB50940	9606	Homo sapiens	6361751361	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/001/ERR8613051/ERR8613051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/001/ERR8613051/ERR8613051_2.fastq.gz	57c3c5dba9f13c659d8e2ad87df7505a;2681a92c4cb47750d4092fef6099f13b
ERR8613052	SAMEA12994745	ERX8279735	PRJEB50940	9606	Homo sapiens	1354305000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/002/ERR8613052/ERR8613052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/002/ERR8613052/ERR8613052_2.fastq.gz	d0e20534b9e17723aa39d0128542256b;5875a9b84a4300b9d037cefcf5fd821f
ERR8613053	SAMEA12994746	ERX8279736	PRJEB50940	9606	Homo sapiens	1219091496	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/003/ERR8613053/ERR8613053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/003/ERR8613053/ERR8613053_2.fastq.gz	b0d322ee3dc19dad9fa0705925df0957;d89ff0906472914b67247b6036953847
ERR8613054	SAMEA12994747	ERX8279737	PRJEB50940	9606	Homo sapiens	892883741	ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/004/ERR8613054/ERR8613054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR861/004/ERR8613054/ERR8613054_2.fastq.gz	7ba0854d66927be370682bdc86a4bba3;2a3c784bdc5ec15496f7b63ce58f9180
ERR9436393	SAMEA13788562	ERX8978266	PRJEB50762	9606	Homo sapiens	7218611	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9436393/ERR9436393.fastq.gz	5febaaa2af7a4cb15a55dd5313f7ebb4
ERR9436394	SAMEA13788561	ERX8978267	PRJEB50762	9606	Homo sapiens	5909898	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9436394/ERR9436394.fastq.gz	efe24e274c640075ee7aacf68f0196dd
ERR9436395	SAMEA13788558	ERX8978268	PRJEB50762	9606	Homo sapiens	9295909	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9436395/ERR9436395.fastq.gz	43d17de6344cb0cce0a8cb5b6c0548bb
ERR9436396	SAMEA13788559	ERX8978269	PRJEB50762	9606	Homo sapiens	4498138	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9436396/ERR9436396.fastq.gz	59c6633738812944663200ec4f821cb6
ERR9436397	SAMEA13788560	ERX8978270	PRJEB50762	9606	Homo sapiens	18979730	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9436397/ERR9436397.fastq.gz	4e7021eda333c4f9310be8c3f6462211
ERR9436398	SAMEA13788564	ERX8978271	PRJEB50762	9606	Homo sapiens	476823	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9436398/ERR9436398.fastq.gz	32eb8bec26e27f78b37022ad784dfa2c
ERR9436399	SAMEA13788565	ERX8978272	PRJEB50762	9606	Homo sapiens	313070	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9436399/ERR9436399.fastq.gz	58dc46ee01bf9dc67b8e44e9be59c115
ERR9436400	SAMEA13788566	ERX8978273	PRJEB50762	9606	Homo sapiens	4724289	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9436400/ERR9436400.fastq.gz	3d3f2e04f67b2314371f7ef734b28e5c
ERR9436401	SAMEA13788567	ERX8978274	PRJEB50762	9606	Homo sapiens	615084	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9436401/ERR9436401.fastq.gz	4a9207e0c8293da3aaf6d3046d0419fc
ERR9436402	SAMEA13788568	ERX8978275	PRJEB50762	9606	Homo sapiens	3964238	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9436402/ERR9436402.fastq.gz	2b5bfcb47ab87d6e6925b27a54ff8a14
ERR9436403	SAMEA13788569	ERX8978276	PRJEB50762	9606	Homo sapiens	8942497	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9436403/ERR9436403.fastq.gz	81444052f6616f2c90bb6ba784de91f8
ERR9436404	SAMEA13788570	ERX8978277	PRJEB50762	9606	Homo sapiens	3416457	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9436404/ERR9436404.fastq.gz	99fc178fa688ff8ec9874dbd7aeb9d03
ERR9436405	SAMEA13788571	ERX8978278	PRJEB50762	9606	Homo sapiens	6112695	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9436405/ERR9436405.fastq.gz	31c5898bc6595eb8b7f62e12446718f1
ERR9436406	SAMEA13788572	ERX8978279	PRJEB50762	9606	Homo sapiens	704501	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9436406/ERR9436406.fastq.gz	b91063362e15cba705ddd95bdf2a8459
ERR9436407	SAMEA13788573	ERX8978280	PRJEB50762	9606	Homo sapiens	16027818	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9436407/ERR9436407.fastq.gz	c99925bf864e8ed933719cbfb1b4bcbf
ERR9436408	SAMEA13788574	ERX8978281	PRJEB50762	9606	Homo sapiens	43411	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9436408/ERR9436408.fastq.gz	c7add31cdf28baa12ce4416755f45c34
ERR9436409	SAMEA13788575	ERX8978282	PRJEB50762	9606	Homo sapiens	1889485	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9436409/ERR9436409.fastq.gz	e344001d2ab7124eab8aa9eecfe7c0fc
ERR9436410	SAMEA13788576	ERX8978283	PRJEB50762	9606	Homo sapiens	118958	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9436410/ERR9436410.fastq.gz	faeecdf5bf6ce245d54d7f8b58d891f7
ERR9436411	SAMEA13788562	ERX8978284	PRJEB50762	9606	Homo sapiens	553086195	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9436411/ERR9436411.fastq.gz	ad8619df6b18464c8831c29ba4c74a92
ERR9436412	SAMEA13788561	ERX8978285	PRJEB50762	9606	Homo sapiens	241494151	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9436412/ERR9436412.fastq.gz	5db4397325fb88017f4e3df1824f8bea
ERR9436413	SAMEA13788557	ERX8978286	PRJEB50762	9606	Homo sapiens	11054228	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9436413/ERR9436413.fastq.gz	f9e2d750f29c20b350e9c3cbf45e3376
ERR9436414	SAMEA13788558	ERX8978287	PRJEB50762	9606	Homo sapiens	113162315	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9436414/ERR9436414.fastq.gz	5720340147e541137e4d8f962e199305
ERR9436415	SAMEA13788559	ERX8978288	PRJEB50762	9606	Homo sapiens	107706963	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9436415/ERR9436415.fastq.gz	71228f0c7ac050817a321067c3a6bd14
ERR9436416	SAMEA13788560	ERX8978289	PRJEB50762	9606	Homo sapiens	130427208	ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9436416/ERR9436416.fastq.gz	33209912ffeed4467cf8f1f9d0016876
